chi2,chi2_dof,m_chi_GeV,m_phi_MeV,alpha,lambda,is_relic,omega_h2,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
1.2188,0.1219,100.000000,9.151275,2.857348e-03,31.2235,0,,1.325567e+00,1.918999e+00,1.961871e+00,1.855957e+00,1.782312e+00,1.705442e+00,6.644566e-01,6.082694e-01,1.526420e-01,1.327264e-01,1.162184e-01,9.375148e-03
1.2199,0.1220,100.000000,9.151275,2.878919e-03,31.4592,0,,1.330743e+00,1.929474e+00,1.971654e+00,1.864378e+00,1.790063e+00,1.712591e+00,6.687093e-01,6.123184e-01,1.543196e-01,1.342418e-01,1.175892e-01,9.514095e-03
1.2203,0.1220,100.000000,9.151275,2.885028e-03,31.5260,0,,1.332205e+00,1.932433e+00,1.974414e+00,1.866753e+00,1.792248e+00,1.714606e+00,6.699124e-01,6.134638e-01,1.547948e-01,1.346713e-01,1.179778e-01,9.553621e-03
1.2207,0.1221,100.000000,9.151275,2.779567e-03,30.3736,0,,1.306699e+00,1.880836e+00,1.926122e+00,1.825097e+00,1.753875e+00,1.679190e+00,6.490586e-01,5.936073e-01,1.465759e-01,1.272467e-01,1.112814e-01,8.875784e-03
1.2207,0.1221,100.000000,9.151275,2.779318e-03,30.3708,0,,1.306638e+00,1.880713e+00,1.926006e+00,1.824997e+00,1.753783e+00,1.679104e+00,6.490091e-01,5.935602e-01,1.465566e-01,1.272293e-01,1.112657e-01,8.874226e-03
1.2211,0.1221,100.000000,9.151275,2.894685e-03,31.6315,0,,1.334512e+00,1.937101e+00,1.978769e+00,1.870496e+00,1.795692e+00,1.717781e+00,6.718129e-01,6.152730e-01,1.555460e-01,1.353503e-01,1.185924e-01,9.616252e-03
1.2221,0.1222,100.000000,9.151275,2.764819e-03,30.2124,0,,1.303085e+00,1.873529e+00,1.919258e+00,1.819156e+00,1.748395e+00,1.674126e+00,6.461273e-01,5.908158e-01,1.454314e-01,1.262157e-01,1.103510e-01,8.783758e-03
1.2223,0.1222,100.000000,9.151275,2.905911e-03,31.7542,0,,1.337188e+00,1.942516e+00,1.983817e+00,1.874834e+00,1.799681e+00,1.721459e+00,6.740203e-01,6.173745e-01,1.564195e-01,1.361400e-01,1.193074e-01,9.689303e-03
1.2230,0.1223,100.000000,9.151275,2.756843e-03,30.1252,0,,1.301125e+00,1.869569e+00,1.915535e+00,1.815931e+00,1.745419e+00,1.671376e+00,6.445406e-01,5.893047e-01,1.448126e-01,1.256584e-01,1.098483e-01,8.734179e-03
1.2234,0.1223,100.000000,9.151275,2.753748e-03,30.0914,0,,1.300364e+00,1.868030e+00,1.914088e+00,1.814678e+00,1.744263e+00,1.670307e+00,6.439247e-01,5.887182e-01,1.445726e-01,1.254423e-01,1.096534e-01,8.714980e-03
1.2310,0.1231,100.000000,9.151275,2.706961e-03,29.5802,0,,1.288790e+00,1.844645e+00,1.892063e+00,1.795569e+00,1.726617e+00,1.653992e+00,6.345917e-01,5.798296e-01,1.409381e-01,1.221696e-01,1.066751e-01,8.408802e-03
1.2403,0.1240,100.000000,9.151275,3.004089e-03,32.8270,0,,1.360325e+00,1.989348e+00,2.027330e+00,1.912109e+00,1.833925e+00,1.753000e+00,6.932431e-01,6.356678e-01,1.640697e-01,1.430695e-01,1.256187e-01,1.036060e-02
1.2410,0.1241,100.000000,9.151275,2.663513e-03,29.1054,0,,1.277930e+00,1.822720e+00,1.871356e+00,1.777555e+00,1.709965e+00,1.638582e+00,6.258896e-01,5.715413e-01,1.375756e-01,1.191486e-01,1.039563e-01,8.146119e-03
1.2413,0.1241,100.000000,9.151275,3.007734e-03,32.8668,0,,1.361175e+00,1.991068e+00,2.028925e+00,1.913471e+00,1.835174e+00,1.754150e+00,6.939537e-01,6.363441e-01,1.643536e-01,1.433268e-01,1.258523e-01,1.038515e-02
1.2440,0.1244,100.000000,9.151275,2.653223e-03,28.9929,0,,1.275342e+00,1.817497e+00,1.866416e+00,1.773250e+00,1.705983e+00,1.634895e+00,6.238235e-01,5.695733e-01,1.367544e-01,1.184032e-01,1.033010e-01,8.078489e-03
1.2464,0.1246,100.000000,9.151275,2.644609e-03,28.8988,0,,1.273171e+00,1.813116e+00,1.862269e+00,1.769635e+00,1.702638e+00,1.631797e+00,6.220923e-01,5.679244e-01,1.360888e-01,1.178060e-01,1.027639e-01,8.027097e-03
1.2481,0.1248,100.000000,9.151275,3.032255e-03,33.1348,0,,1.366878e+00,2.002611e+00,2.039609e+00,1.922591e+00,1.843540e+00,1.761848e+00,6.987287e-01,6.408879e-01,1.662848e-01,1.450860e-01,1.274372e-01,1.055816e-02
1.2482,0.1248,100.000000,9.151275,3.032527e-03,33.1378,0,,1.366941e+00,2.002739e+00,2.039727e+00,1.922691e+00,1.843633e+00,1.761933e+00,6.987816e-01,6.409382e-01,1.663059e-01,1.451052e-01,1.274546e-01,1.056001e-02
1.2514,0.1251,100.000000,9.151275,2.628578e-03,28.7236,0,,1.269118e+00,1.804942e+00,1.854525e+00,1.762878e+00,1.696385e+00,1.626005e+00,6.188667e-01,5.648520e-01,1.348508e-01,1.166954e-01,1.017657e-01,7.931867e-03
1.2545,0.1255,100.000000,9.151275,2.619001e-03,28.6190,0,,1.266689e+00,1.800045e+00,1.849882e+00,1.758825e+00,1.692632e+00,1.622528e+00,6.169373e-01,5.630142e-01,1.341116e-01,1.160326e-01,1.011701e-01,7.875230e-03
1.2557,0.1256,100.000000,10.216981,3.536067e-03,34.6097,0,,1.131291e+00,1.600575e+00,1.694667e+00,1.642933e+00,1.591076e+00,1.532131e+00,6.288912e-01,5.801690e-01,1.644172e-01,1.447563e-01,1.282358e-01,1.150384e-02
1.2579,0.1258,86.851137,9.151275,2.562091e-03,24.3158,0,,1.365209e+00,1.736232e+00,1.887931e+00,1.880740e+00,1.843383e+00,1.793991e+00,6.926068e-01,6.313349e-01,1.489035e-01,1.287156e-01,1.121257e-01,8.698465e-03
1.2584,0.1258,86.851137,9.151275,2.549219e-03,24.1936,0,,1.361603e+00,1.729327e+00,1.880701e+00,1.873950e+00,1.836924e+00,1.787882e+00,6.897257e-01,6.285740e-01,1.477663e-01,1.276978e-01,1.112130e-01,8.612782e-03
1.2586,0.1259,86.851137,9.151275,2.545170e-03,24.1552,0,,1.360466e+00,1.727153e+00,1.878423e+00,1.871810e+00,1.834888e+00,1.785956e+00,6.888184e-01,6.277045e-01,1.474088e-01,1.273779e-01,1.109262e-01,8.585917e-03
1.2588,0.1259,100.000000,10.216981,3.492340e-03,34.1817,0,,1.124437e+00,1.586276e+00,1.680731e+00,1.630634e+00,1.579697e+00,1.521625e+00,6.225760e-01,5.741222e-01,1.617115e-01,1.422750e-01,1.259567e-01,1.123014e-02
1.2589,0.1259,86.851137,9.151275,2.608725e-03,24.7584,0,,1.378165e+00,1.761121e+00,1.913943e+00,1.905134e+00,1.866571e+00,1.815906e+00,7.029971e-01,6.412943e-01,1.530293e-01,1.324118e-01,1.154434e-01,9.012216e-03
1.2593,0.1259,86.851137,9.151275,2.535337e-03,24.0619,0,,1.357699e+00,1.721865e+00,1.872882e+00,1.866601e+00,1.829931e+00,1.781266e+00,6.866124e-01,6.255909e-01,1.465409e-01,1.266015e-01,1.102303e-01,8.520838e-03
1.2594,0.1259,86.851137,9.151275,2.614495e-03,24.8131,0,,1.379757e+00,1.764187e+00,1.917143e+00,1.908130e+00,1.869418e+00,1.818595e+00,7.042778e-01,6.425221e-01,1.535404e-01,1.328701e-01,1.158551e-01,9.051403e-03
1.2599,0.1260,86.851137,9.151275,2.528823e-03,24.0001,0,,1.355862e+00,1.718358e+00,1.869204e+00,1.863143e+00,1.826639e+00,1.778151e+00,6.851490e-01,6.241889e-01,1.459662e-01,1.260876e-01,1.097697e-01,8.477852e-03
1.2604,0.1260,86.851137,9.151275,2.625588e-03,24.9184,0,,1.382809e+00,1.770073e+00,1.923282e+00,1.913877e+00,1.874876e+00,1.823750e+00,7.067367e-01,6.448799e-01,1.545234e-01,1.337518e-01,1.166472e-01,9.126961e-03
1.2610,0.1261,86.851137,9.151275,2.518472e-03,23.9018,0,,1.352935e+00,1.712776e+00,1.863348e+00,1.857634e+00,1.821395e+00,1.773188e+00,6.828205e-01,6.219583e-01,1.450261e-01,1.252391e-01,1.090250e-01,8.402933e-03
1.2619,0.1262,86.851137,9.151275,2.638772e-03,25.0435,0,,1.386425e+00,1.777055e+00,1.930559e+00,1.920684e+00,1.881340e+00,1.829852e+00,7.096543e-01,6.476776e-01,1.557011e-01,1.348111e-01,1.176301e-01,9.239045e-03
1.2642,0.1264,86.851137,9.151275,2.495655e-03,23.6853,0,,1.346453e+00,1.700437e+00,1.850391e+00,1.845434e+00,1.809775e+00,1.762186e+00,6.776735e-01,6.170285e-01,1.430165e-01,1.234435e-01,1.074168e-01,8.253870e-03
1.2642,0.1264,86.851137,9.151275,2.495302e-03,23.6819,0,,1.346353e+00,1.700246e+00,1.850190e+00,1.845245e+00,1.809595e+00,1.762015e+00,6.775939e-01,6.169522e-01,1.429854e-01,1.234158e-01,1.073920e-01,8.251577e-03
1.2644,0.1264,86.851137,9.151275,2.494309e-03,23.6725,0,,1.346070e+00,1.699708e+00,1.849624e+00,1.844712e+00,1.809087e+00,1.761534e+00,6.773693e-01,6.167372e-01,1.428980e-01,1.233377e-01,1.073221e-01,8.245116e-03
1.2674,0.1267,86.851137,9.151275,2.672428e-03,25.3630,0,,1.395596e+00,1.794808e+00,1.949037e+00,1.937950e+00,1.897725e+00,1.845314e+00,7.170782e-01,6.547979e-01,1.586880e-01,1.374932e-01,1.200432e-01,9.471733e-03
1.2697,0.1270,86.851137,9.151275,2.683388e-03,25.4670,0,,1.398565e+00,1.800568e+00,1.955024e+00,1.943538e+00,1.903025e+00,1.850312e+00,7.194884e-01,6.571099e-01,1.596615e-01,1.383679e-01,1.208307e-01,9.548091e-03
1.2699,0.1270,86.851137,9.151275,2.684475e-03,25.4773,0,,1.398859e+00,1.801139e+00,1.955617e+00,1.944091e+00,1.903549e+00,1.850807e+00,7.197272e-01,6.573390e-01,1.597580e-01,1.384547e-01,1.209089e-01,9.555680e-03
1.2734,0.1273,100.000000,10.216981,3.388731e-03,33.1676,0,,1.107951e+00,1.551988e+00,1.647198e+00,1.600941e+00,1.552183e+00,1.496190e+00,6.075356e-01,5.597156e-01,1.552849e-01,1.363765e-01,1.205412e-01,1.058671e-02
1.2747,0.1275,86.851137,9.151275,2.704430e-03,25.6667,0,,1.404240e+00,1.811598e+00,1.966478e+00,1.954220e+00,1.913152e+00,1.859861e+00,7.241062e-01,6.615400e-01,1.615315e-01,1.400491e-01,1.223450e-01,9.695504e-03
1.2796,0.1280,100.000000,9.151275,2.556574e-03,27.9368,0,,1.250721e+00,1.767877e+00,1.819311e+00,1.732076e+00,1.667845e+00,1.599546e+00,6.043157e-01,5.509918e-01,1.292925e-01,1.117137e-01,9.726326e-02,7.493686e-03
1.2797,0.1280,86.851137,9.151275,2.722148e-03,25.8348,0,,1.408993e+00,1.820855e+00,1.976081e+00,1.963167e+00,1.921630e+00,1.867851e+00,7.279849e-01,6.652617e-01,1.631071e-01,1.414665e-01,1.236223e-01,9.820453e-03
1.2802,0.1280,86.851137,9.151275,2.426193e-03,23.0260,0,,1.326455e+00,1.662584e+00,1.810524e+00,1.807805e+00,1.773896e+00,1.728178e+00,6.618808e-01,6.019099e-01,1.369170e-01,1.180024e-01,1.025505e-01,7.807895e-03
1.2823,0.1282,86.851137,9.151275,2.419753e-03,22.9649,0,,1.324580e+00,1.659051e+00,1.806795e+00,1.804278e+00,1.770530e+00,1.724985e+00,6.604065e-01,6.004992e-01,1.363435e-01,1.174887e-01,1.020600e-01,7.747740e-03
1.2823,0.1282,100.000000,10.216981,3.346826e-03,32.7575,0,,1.101182e+00,1.537955e+00,1.633427e+00,1.588705e+00,1.540829e+00,1.485680e+00,6.014221e-01,5.538578e-01,1.526710e-01,1.339912e-01,1.183547e-01,1.031385e-02
1.2825,0.1283,86.851137,9.151275,2.418875e-03,22.9566,0,,1.324324e+00,1.658569e+00,1.806286e+00,1.803797e+00,1.770070e+00,1.724549e+00,6.602053e-01,6.003067e-01,1.362666e-01,1.174202e-01,1.019988e-01,7.742203e-03
1.2828,0.1283,86.851137,9.151275,2.417911e-03,22.9474,0,,1.324043e+00,1.658041e+00,1.805728e+00,1.803269e+00,1.769566e+00,1.724070e+00,6.599847e-01,6.000955e-01,1.361823e-01,1.173451e-01,1.019318e-01,7.736135e-03
1.2831,0.1283,86.851137,9.151275,2.733336e-03,25.9410,0,,1.411983e+00,1.826687e+00,1.982125e+00,1.968794e+00,1.926961e+00,1.872873e+00,7.304297e-01,6.676077e-01,1.641024e-01,1.423623e-01,1.244299e-01,9.899740e-03
1.2838,0.1284,86.851137,9.151275,2.415049e-03,22.9203,0,,1.323208e+00,1.656469e+00,1.804068e+00,1.801699e+00,1.768067e+00,1.722648e+00,6.593287e-01,5.994679e-01,1.359318e-01,1.171220e-01,1.017326e-01,7.718114e-03
1.2840,0.1284,100.000000,9.151275,2.547708e-03,27.8399,0,,1.248433e+00,1.763273e+00,1.814926e+00,1.728230e+00,1.664279e+00,1.596237e+00,6.025166e-01,5.492781e-01,1.286107e-01,1.111037e-01,9.671655e-02,7.442705e-03
1.2843,0.1284,86.851137,9.151275,2.413536e-03,22.9059,0,,1.322766e+00,1.655638e+00,1.803190e+00,1.800868e+00,1.767274e+00,1.721896e+00,6.589817e-01,5.991359e-01,1.357993e-01,1.170040e-01,1.016273e-01,7.708595e-03
1.2911,0.1291,86.851137,9.151275,2.756868e-03,26.1643,0,,1.418244e+00,1.838917e+00,1.994788e+00,1.980574e+00,1.938116e+00,1.883379e+00,7.355608e-01,6.725320e-01,1.662223e-01,1.442791e-01,1.261442e-01,1.007524e-02
1.2940,0.1294,86.851137,9.151275,2.386200e-03,22.6465,0,,1.314752e+00,1.640587e+00,1.787278e+00,1.785800e+00,1.752885e+00,1.708237e+00,6.526972e-01,5.931241e-01,1.334099e-01,1.148771e-01,9.972935e-02,7.537599e-03
1.2950,0.1295,100.000000,9.151275,2.526879e-03,27.6123,0,,1.243039e+00,1.752422e+00,1.804580e+00,1.719150e+00,1.655854e+00,1.588417e+00,5.982832e-01,5.452457e-01,1.270101e-01,1.096725e-01,9.543437e-02,7.323578e-03
1.2957,0.1296,86.851137,9.151275,2.381879e-03,22.6055,0,,1.313480e+00,1.638202e+00,1.784753e+00,1.783407e+00,1.750599e+00,1.706067e+00,6.517010e-01,5.921713e-01,1.330327e-01,1.145416e-01,9.943008e-02,7.510739e-03
1.2964,0.1296,86.851137,10.216981,3.264565e-03,27.7510,0,,1.196336e+00,1.463253e+00,1.640360e+00,1.675817e+00,1.658721e+00,1.627365e+00,6.714232e-01,6.175764e-01,1.693117e-01,1.484160e-01,1.309582e-01,1.133287e-02
1.2964,0.1296,100.000000,9.151275,2.524400e-03,27.5852,0,,1.242395e+00,1.751127e+00,1.803344e+00,1.718065e+00,1.654846e+00,1.587482e+00,5.977786e-01,5.447650e-01,1.268197e-01,1.095023e-01,9.528194e-02,7.309456e-03
1.2966,0.1297,100.000000,9.151275,3.158121e-03,34.5102,0,,1.395724e+00,2.060971e+00,2.093399e+00,1.968318e+00,1.885424e+00,1.800347e+00,7.230885e-01,6.640614e-01,1.760941e-01,1.540017e-01,1.355755e-01,1.145191e-02
1.2978,0.1298,86.851137,9.151275,2.376814e-03,22.5574,0,,1.311985e+00,1.635403e+00,1.781790e+00,1.780599e+00,1.747916e+00,1.703519e+00,6.505318e-01,5.910532e-01,1.325907e-01,1.141484e-01,9.907945e-02,7.479308e-03
1.2979,0.1298,86.851137,10.216981,3.214924e-03,27.3290,0,,1.187062e+00,1.446109e+00,1.621667e+00,1.657819e+00,1.641465e+00,1.610963e+00,6.635268e-01,6.099385e-01,1.657695e-01,1.451831e-01,1.280036e-01,1.100011e-02
1.2982,0.1298,86.851137,10.216981,3.319761e-03,28.2202,0,,1.206524e+00,1.482191e+00,1.660956e+00,1.695605e+00,1.677675e+00,1.645364e+00,6.801604e-01,6.260306e-01,1.732504e-01,1.520283e-01,1.342683e-01,1.171647e-02
1.2992,0.1299,86.851137,10.216981,3.197413e-03,27.1801,0,,1.183765e+00,1.440035e+00,1.615034e+00,1.651425e+00,1.635330e+00,1.605127e+00,6.607323e-01,6.072362e-01,1.645193e-01,1.440429e-01,1.269624e-01,1.088381e-02
1.2993,0.1299,86.851137,10.216981,3.336431e-03,28.3619,0,,1.209576e+00,1.487884e+00,1.667137e+00,1.701535e+00,1.683351e+00,1.650751e+00,6.827906e-01,6.285763e-01,1.744379e-01,1.531144e-01,1.352628e-01,1.183099e-02
1.3018,0.1302,86.851137,10.216981,3.368015e-03,28.6304,0,,1.215327e+00,1.498638e+00,1.678799e+00,1.712714e+00,1.694046e+00,1.660896e+00,6.877638e-01,6.333902e-01,1.766866e-01,1.551719e-01,1.371479e-01,1.204936e-02
1.3022,0.1302,100.000000,9.151275,3.170369e-03,34.6440,0,,1.398494e+00,2.066573e+00,2.098542e+00,1.972673e+00,1.889407e+00,1.804005e+00,7.254454e-01,6.663028e-01,1.770477e-01,1.548696e-01,1.363665e-01,1.153854e-02
1.3039,0.1304,86.851137,9.151275,2.363029e-03,22.4266,0,,1.307908e+00,1.627775e+00,1.773710e+00,1.772935e+00,1.740592e+00,1.696561e+00,6.473444e-01,5.880053e-01,1.313887e-01,1.130796e-01,9.812666e-02,7.394090e-03
1.3040,0.1304,86.851137,10.216981,3.153773e-03,26.8092,0,,1.175490e+00,1.424840e+00,1.598414e+00,1.635382e+00,1.619929e+00,1.590471e+00,6.537459e-01,6.004820e-01,1.613903e-01,1.411965e-01,1.243632e-01,1.057334e-02
1.3079,0.1308,86.851137,10.216981,3.128541e-03,26.5947,0,,1.170666e+00,1.416016e+00,1.588745e+00,1.626037e+00,1.610951e+00,1.581921e+00,6.496918e-01,5.965637e-01,1.595875e-01,1.395548e-01,1.228663e-01,1.040917e-02
1.3085,0.1309,86.851137,9.151275,2.799687e-03,26.5707,0,,1.429537e+00,1.861051e+00,2.017663e+00,2.001817e+00,1.958217e+00,1.902295e+00,7.448649e-01,6.814593e-01,1.700375e-01,1.477181e-01,1.292486e-01,1.038408e-02
1.3088,0.1309,100.000000,9.151275,2.503408e-03,27.3558,0,,1.236926e+00,1.740135e+00,1.792848e+00,1.708839e+00,1.646282e+00,1.579528e+00,5.935012e-01,5.406906e-01,1.252088e-01,1.080631e-01,9.399339e-02,7.190428e-03
1.3124,0.1312,100.000000,10.216981,3.241395e-03,31.7256,0,,1.083884e+00,1.502217e+00,1.598231e+00,1.557327e+00,1.511663e+00,1.458646e+00,5.859622e-01,5.390404e-01,1.461123e-01,1.279874e-01,1.128586e-01,9.685482e-03
1.3168,0.1317,86.851137,9.151275,2.817557e-03,26.7403,0,,1.434213e+00,1.870243e+00,2.027146e+00,2.010610e+00,1.966531e+00,1.910114e+00,7.487329e-01,6.851727e-01,1.716308e-01,1.491555e-01,1.305473e-01,1.051427e-02
1.3182,0.1318,86.851137,10.216981,3.485749e-03,29.6312,0,,1.236413e+00,1.538355e+00,1.721716e+00,1.753736e+00,1.733239e+00,1.698022e+00,7.061938e-01,6.512335e-01,1.850645e-01,1.628445e-01,1.441896e-01,1.290590e-02
1.3222,0.1322,86.851137,10.216981,3.061832e-03,26.0276,0,,1.157772e+00,1.392550e+00,1.562972e+00,1.601078e+00,1.586954e+00,1.559049e+00,6.389181e-01,5.861555e-01,1.548192e-01,1.352176e-01,1.189159e-01,9.980829e-03
1.3231,0.1323,86.851137,10.216981,3.058395e-03,25.9984,0,,1.157102e+00,1.391335e+00,1.561636e+00,1.599783e+00,1.585707e+00,1.557860e+00,6.383608e-01,5.856173e-01,1.545692e-01,1.349756e-01,1.186906e-01,9.951526e-03
1.3232,0.1323,100.000000,9.151275,2.481158e-03,27.1127,0,,1.231099e+00,1.728429e+00,1.781655e+00,1.698988e+00,1.637130e+00,1.571027e+00,5.889566e-01,5.363619e-01,1.235037e-01,1.065407e-01,9.263137e-02,7.065282e-03
1.3240,0.1324,86.851137,9.151275,2.325102e-03,22.0666,0,,1.296599e+00,1.606694e+00,1.751343e+00,1.751690e+00,1.720275e+00,1.677252e+00,6.385291e-01,5.795753e-01,1.280892e-01,1.101484e-01,9.551568e-02,7.162025e-03
1.3248,0.1325,86.851137,9.151275,2.833612e-03,26.8927,0,,1.438396e+00,1.878478e+00,2.035634e+00,2.018475e+00,1.973964e+00,1.917102e+00,7.522015e-01,6.885030e-01,1.730627e-01,1.504480e-01,1.317156e-01,1.063188e-02
1.3252,0.1325,86.851137,10.216981,3.521107e-03,29.9317,0,,1.242641e+00,1.550169e+00,1.734436e+00,1.765859e+00,1.744805e+00,1.708964e+00,7.116957e-01,6.565626e-01,1.875722e-01,1.651457e-01,1.463042e-01,1.316054e-02
1.3267,0.1327,100.000000,10.216981,3.201312e-03,31.3332,0,,1.077204e+00,1.488466e+00,1.584639e+00,1.545168e+00,1.500344e+00,1.448140e+00,5.800546e-01,5.333745e-01,1.436177e-01,1.257132e-01,1.107822e-01,9.453861e-03
1.3317,0.1332,86.851137,9.151275,2.846768e-03,27.0176,0,,1.441810e+00,1.885209e+00,2.042567e+00,2.024894e+00,1.980029e+00,1.922802e+00,7.550393e-01,6.912278e-01,1.742443e-01,1.515176e-01,1.327118e-01,1.075288e-02
1.3343,0.1334,86.851137,9.151275,2.308926e-03,21.9131,0,,1.291735e+00,1.597661e+00,1.741742e+00,1.742558e+00,1.711536e+00,1.668940e+00,6.347483e-01,5.759627e-01,1.266560e-01,1.088684e-01,9.439287e-02,7.058079e-03
1.3345,0.1334,86.851137,9.151275,2.308600e-03,21.9100,0,,1.291637e+00,1.597479e+00,1.741548e+00,1.742374e+00,1.711360e+00,1.668772e+00,6.346720e-01,5.758898e-01,1.266277e-01,1.088433e-01,9.437055e-02,7.056114e-03
1.3346,0.1335,86.851137,9.151275,2.852177e-03,27.0689,0,,1.443211e+00,1.887973e+00,2.045411e+00,2.027526e+00,1.982516e+00,1.925139e+00,7.562048e-01,6.923469e-01,1.747268e-01,1.519535e-01,1.331062e-01,1.079290e-02
1.3431,0.1343,86.851137,10.216981,2.992518e-03,25.4384,0,,1.144150e+00,1.367953e+00,1.535864e+00,1.574754e+00,1.561608e+00,1.534859e+00,6.276326e-01,5.752577e-01,1.498588e-01,1.306995e-01,1.148027e-01,9.537439e-03
1.3448,0.1345,86.851137,10.216981,2.987785e-03,25.3982,0,,1.143211e+00,1.366266e+00,1.534001e+00,1.572942e+00,1.559862e+00,1.533192e+00,6.268585e-01,5.745107e-01,1.495204e-01,1.303925e-01,1.145238e-01,9.508005e-03
1.3466,0.1347,86.851137,9.151275,2.290653e-03,21.7397,0,,1.286212e+00,1.587428e+00,1.730853e+00,1.732191e+00,1.701611e+00,1.659496e+00,6.304620e-01,5.718682e-01,1.250735e-01,1.074649e-01,9.314422e-02,6.948359e-03
1.3537,0.1354,86.851137,9.151275,2.280880e-03,21.6469,0,,1.283245e+00,1.581942e+00,1.725010e+00,1.726624e+00,1.696278e+00,1.654421e+00,6.281626e-01,5.696721e-01,1.242282e-01,1.067157e-01,9.247797e-02,6.890013e-03
1.3546,0.1355,86.851137,9.151275,2.888147e-03,27.4103,0,,1.452476e+00,1.906289e+00,2.064243e+00,2.044936e+00,1.998954e+00,1.940578e+00,7.639393e-01,6.997744e-01,1.779373e-01,1.548552e-01,1.357328e-01,1.106080e-02
1.3562,0.1356,86.851137,9.151275,2.277415e-03,21.6140,0,,1.282191e+00,1.579994e+00,1.722935e+00,1.724646e+00,1.694384e+00,1.652618e+00,6.273461e-01,5.688924e-01,1.239288e-01,1.064503e-01,9.224201e-02,6.869382e-03
1.3591,0.1359,86.851137,10.216981,3.651738e-03,31.0422,0,,1.265249e+00,1.593370e+00,1.780777e+00,1.809891e+00,1.786751e+00,1.748584e+00,7.319061e-01,6.761427e-01,1.968261e-01,1.736587e-01,1.541454e-01,1.415763e-02
1.3598,0.1360,100.000000,9.151275,2.431903e-03,26.5745,0,,1.218079e+00,1.702311e+00,1.756619e+00,1.676907e+00,1.616599e+00,1.551937e+00,5.788538e-01,5.267392e-01,1.197112e-01,1.031508e-01,8.961712e-02,6.786680e-03
1.3631,0.1363,86.851137,9.151275,2.268457e-03,21.5290,0,,1.279460e+00,1.574955e+00,1.717563e+00,1.719524e+00,1.689476e+00,1.647945e+00,6.252325e-01,5.668742e-01,1.231551e-01,1.057648e-01,9.163268e-02,6.816186e-03
1.3661,0.1366,86.851137,10.216981,3.674198e-03,31.2331,0,,1.269074e+00,1.600728e+00,1.788643e+00,1.817344e+00,1.793840e+00,1.755272e+00,7.353637e-01,6.794928e-01,1.984112e-01,1.751174e-01,1.554897e-01,1.432620e-02
1.3714,0.1371,86.851137,9.151275,2.257973e-03,21.4295,0,,1.276254e+00,1.569047e+00,1.711262e+00,1.713512e+00,1.683716e+00,1.642459e+00,6.227538e-01,5.645076e-01,1.222506e-01,1.049638e-01,9.092082e-02,6.754183e-03
1.3720,0.1372,86.851137,10.216981,2.919377e-03,24.8166,0,,1.129519e+00,1.341761e+00,1.506889e+00,1.546532e+00,1.534397e+00,1.508854e+00,6.156139e-01,5.636642e-01,1.446159e-01,1.259544e-01,1.104944e-01,9.066265e-03
1.3731,0.1373,100.000000,10.216981,3.094059e-03,30.2835,0,,1.059033e+00,1.451212e+00,1.547683e+00,1.511990e+00,1.469407e+00,1.419385e+00,5.641624e-01,5.181376e-01,1.369243e-01,1.196271e-01,1.052326e-01,8.828492e-03
1.3747,0.1375,100.000000,9.151275,3.308211e-03,36.1503,0,,1.429241e+00,2.128690e+00,2.155336e+00,2.020587e+00,1.933169e+00,1.844155e+00,7.517989e-01,6.913565e-01,1.877977e-01,1.646791e-01,1.453338e-01,1.256596e-02
1.3748,0.1375,100.000000,9.151275,3.308508e-03,36.1535,0,,1.429306e+00,2.128822e+00,2.155456e+00,2.020688e+00,1.933261e+00,1.844240e+00,7.518553e-01,6.914100e-01,1.878208e-01,1.647001e-01,1.453530e-01,1.256815e-02
1.3768,0.1377,86.851137,10.216981,2.908740e-03,24.7262,0,,1.127369e+00,1.337931e+00,1.502643e+00,1.542389e+00,1.530399e+00,1.505030e+00,6.138559e-01,5.619693e-01,1.438556e-01,1.252663e-01,1.098705e-01,9.001791e-03
1.3780,0.1378,86.851137,9.151275,2.926945e-03,27.7785,0,,1.462377e+00,1.925925e+00,2.084391e+00,2.063530e+00,2.016495e+00,1.957040e+00,7.722506e-01,7.077569e-01,1.814017e-01,1.579896e-01,1.385728e-01,1.135318e-02
1.3813,0.1381,100.000000,9.151275,2.406187e-03,26.2935,0,,1.211214e+00,1.688562e+00,1.743407e+00,1.665226e+00,1.605727e+00,1.541821e+00,5.735550e-01,5.216925e-01,1.177511e-01,1.014054e-01,8.805861e-02,6.646121e-03
1.3831,0.1383,100.000000,9.151275,2.404190e-03,26.2716,0,,1.210679e+00,1.687491e+00,1.742376e+00,1.664314e+00,1.604878e+00,1.541031e+00,5.731427e-01,5.212999e-01,1.175990e-01,1.012700e-01,8.793780e-02,6.635263e-03
1.3863,0.1386,100.000000,9.151275,2.400535e-03,26.2317,0,,1.209700e+00,1.685529e+00,1.740490e+00,1.662644e+00,1.603323e+00,1.539583e+00,5.723880e-01,5.205812e-01,1.173208e-01,1.010224e-01,8.771684e-02,6.615416e-03
